HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vidID,Answer.summary,Approve,Reject,videoname
32CXT5U14GAPOYG30QCJ72CIW8J8UP,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,39L1G8WVWRYP1OHTCNC4T3UUNW7137,A1FGKIKJYSL1MI,Approved,Thu Jun 11 21:17:26 PDT 2015,Thu Jun 11 21:45:17 PDT 2015,Sun Jun 14 21:45:17 PDT 2015,2015-06-15 04:46:43 UTC,,,1671,100% (13/13),100% (13/13),100% (12/12),G4Lr3vXI7PQ,"Whenever I get asked who my favorite superhero is I always get a laugh followed by a confused ""why?"" However my favorite superhero is Aquaman and that I, he's my favorite for a lot of different reasons. Um, first off, a lot of people complain about his powers and how they're pretty useless in um real life. And I disagree with that because um it's a well-known fact that the earth is 94 percent covered by water. Um and so, a lot of people think of him as just controlling um sea animals that are really just sea animals and they really can't do anything on land. However, um, he has a lot more powers to him than that. Um and actually the sea animal controlling comes into effect later on. Um what it is, a prominent power that you can see while he's on land is um his superhuman strength, his speed, his um flexibility and everything. This actually occurs because he is adapted to live underwater. And so obviously, because of the density of water, um, you have to have stronger muscles in order to move underwater, that's why you're sore after a swim. Um and so, when you come back on land, you're stronger and you're faster and you can lift cars. And that's exactly who Aquaman is. Another one of his powers is um, well as you know, he has power to um c- like control um like animals in the sea. Um this is actually really cool because he can actually learn any language on earth because of his telekinetic abilities. I'm just kinda going to read your mind and go along with it. Um and that's something no one knows. That's something when I tell people they are really surprised and say ""oh, that's actually really cool."" And so I say ""yeah, you should do a little more research"".  And um, it's really, it's not really just his superpowers that make him interesting. It's also because he's he's the only one that can really fight in water and on land.  Um, he can fight crime, not fight crime underwater, but you know he can make sure that everythings's okay. And stuff does happen underwater, and a lot of pretty terrifying things happen underwater. He really keeps control of that. And he really keeps the earth safe from any underwater beings surfacing. And also, and also he can fight crime over water because of his super strength and ability and all of that. He can um easily defeat um, easily defeat any sort of um people that, you know, robberies or anything like that. And he's often seen doing that a lot. And even when he's on land, and actually in the newest comic series you see him kind of being made fun of, so it actually kind of goes meta. You see him being made fun of for being uh some sea creature and not being to do anything on land. But as the comic book progresses, you see him being really important and really uh, I guess, making a difference. Um so, I think it's just important for people to understand who Aquaman is before they make their judgment. Um so I think people would really like him if they actually took the time to learn about him. And they actually...okay.",,,23.2
3IVKZBIBJ0G22WPSEPBP5ENTEUNSH7,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3KMS4QQVK3XMN1J84SJOZRFQZWRFKK,A1FGKIKJYSL1MI,Approved,Fri Jun 12 21:42:26 PDT 2015,Fri Jun 12 22:13:13 PDT 2015,Mon Jun 15 22:13:13 PDT 2015,Mon Jun 15 07:39:48 PDT 2015,,,1847,100% (13/13),100% (13/13),100% (12/12),5wL2oL8ruo8,"Um the year 2014 was home to a lot of great movies. We had the Lego movie, which obviously touched a lot of people's hearts, people from the eighties who have pl-, you know grown with the little space man toy growing up, to kids now who have a lot of uh a bigger choice of legos. Um and then there was 22 Jump Street, which was absolutely hilarious and one that was supposed to be much better than the first movie. However my favorite movie, I'll have to say, is Godzilla. And the reason I say Godzilla is the best movie so far for me is simply because giant monsters. Uh coming in I didn't really, I didn't, I guess know much about Godzilla. I mean I knew that he was a giant terrifying monster, that's really all about it.  I'd only seen snippets of the movies, so I didn't really know what I was getting into but I knew that I wanted to see it. And my Dad wanted to see it on Imax so I was happy to um see it in um such a big screen.  It just completely encapsulating all of my senses. It was just amazing. Um while a lot of people complain about how the story went, um that maybe the main character was in there a little too much and there sh- should be more Godzilla, and that Brian Caronsen died, which was really just surprising. And a bad choice in my opinion. Um everyone agrees that the Godzilla scenes, Godzilla monster fighting scenes were absolutely phenomenal and absolutely well done and it was just amazing. Um, uh, it made everyone feel like a little kid again and, you know, people were cheering and clapping and whooping in the you know movie theater. And this is something you don't see a lot you know. No matter how good the movie is, you don't see people uh just being so compelled, just so interested in the movie that they're physically reacting to it. Um obviously parts where, the first part, when you first see Godzilla in the airport scene and he just roars when he sees the monster, everyone just clapped. It was just amazing to see. It was just I can't even explain how amazing it felt to see that and it was just, it was phenomenally done.  Um and the part where he first unleashes his atomic breath on the other monsters, that's something I'll never forget. I mean I was too spellbound by the movie to actually notice anything, but people around me were just freaking out. And it was just an amazing experience and I just, I personally, I completely agree with them. They were shouting and screaming, it was just so great. I mean seeing his tail light up like that was just absolutely beautiful. And it just, it evoked a little kid inside me. And it doesn't have to always have to be about plot devices, or uh you know, character development or all that. Sometimes it's just about giant monsters fighting giant monsters. And  we really we shouldn't, you know no matter how much you say that you didn't like it, it really should be about, you know, monsters fighting and it's just being phenomenal at what they do.",,,23.3
3UXQ63NLAAT576RGUO4S7H60RNBBLX,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3M0NZ3JDP25PAZP5YH9P0UCQE6ZZ56,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 17:39:50 PDT 2015,Thu Jun 11 18:31:52 PDT 2015,Sun Jun 14 18:31:52 PDT 2015,2015-06-15 01:36:43 UTC,,,3122,100% (25/25),100% (25/25),100% (25/25),v6DGUS4U9Eg,"Okay. Hello, today I'd like to talk about a habit of mine which is running. So, running is a special form of a daily habit for myself, because since, since of young age my father had brought me up to run in the mornings and in the afternoon, and part of which why I like running a lot is during the process of running, you can see many different sides of the city. You can run up to the Curfew park, you could umm you could see beautiful sceneries above forces, above rivers, so that's one of the reasons why I like running. So, the second reason why I like running is because of, because of the health benefits you get from running. For example; in the morning, I cannot start the day before running, because running helps me to uhh rejuvenate my body, it helps me feel energized, uhh it makes me catch my breath if start running really fast, and after feels really good after a good run, and uhh an addition to that is because after having a perhaps a strong workout in the morning, I might have a build up more appetite to uhh eat more in the morning, and that would help me get uhh some of the nutritions I must get in the morning for examples; in the morning I would definitely eat a lot of fruit, uhh perhaps oranges, fruits start. I am required and uhh perhaps more of an empty stomach to absorb, so it would be really helpful in the morning, if I run and then eat fruit. Uhh another benefit I feel is that, it helps me learn, because everyday uhh running, before running and after running, I anticipate to run and that helps me uhh look forward to something, and in the afternoon I know that I have been re-energized, and I am ready to study and I am ready to learn. Umm, this is really obvious and uhh so I start my classes in the morning uhh especially 9 AM classes, uhh because often if I have kind of experimented or have experiences where I didn't go for a run in the morning, for example; I'd pick up a day, take a shower, and then take breakfast, I would feel actually more tired and I would be uhh if I hadn't taken a run. So, that's one of the main reasons I have been running everyday. Uhh, another reason why I like to run perhaps in the afternoon is because in this afternoon sessions, uhh I would invite friends, uhh family to go join with me. So, usually in the afternoon runs, I would take it easy. Uhh for example, I would take it easy because uhh in the morning I ran, so would be more of a run than I would try to relax myself. I would engage and uhh have meaningful conversations with my friends, my family, we'd talk about all what's happening in our life, what we're worrying about all that and I think running is a really good median for myself to communicate to my friends, to my family, about how I am these days, and I think that's mainly because why I like to run everyday.   ",,,24.1
35O6H0UNLSNXN0M7QT12OGTGD2J5JN,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3GDTJDAPVVI8YA9OHQQY4CQ81ZRM81,A1FGKIKJYSL1MI,Approved,Sat Jun 13 20:26:11 PDT 2015,Sat Jun 13 20:57:19 PDT 2015,Tue Jun 16 20:57:19 PDT 2015,Mon Jun 15 07:20:02 PDT 2015,,,1868,100% (13/13),100% (13/13),100% (12/12),H6_dc4SK1oI,"Uh so I'm going to talk about uh my favorite author. So this author I encountered when I was sixteen, uh one of the most important time periods of a youth, I would say. During that period I had uh several difficulties, several, several puzzlements or situations that would really make me, would make me slow down and think. And one of the, one of the authors or one of his books inspired me to really have some meaningful discussions with my parents, with my friends, about just life in general. So this author's name is uh Malcolm Gladwell. So besides uh books he has, for example he has Blink, uh Curious Incidents of the Dog are some of the books he has, he has several talks on TED as well. So his variation in his field also makes me very excited about him, himself. So I'm going to talk a little bit about one of his talks, which I like, like the most. Is his recently, about two years ago, he went on TED to talk about sort of a David and a Goliath. So normally the story would be quite simple uh for everybody, everybody who has read the Bible or who has heard about it. But the way he tackles this story is he shows uh how the character of uh Goliath and the character of David has played different impacts on the outcome. And he also shows how uh how, how actually in the modern view, how would David actually kill the giant Goliath?  So one of the most surprising things about that story he told is that he illustrated how uh how we would think that a slingshot in that period of time was was uh was uh inefficient. He showed that how uh using a sl-, how the power of the slingshot, if we really think deeply about the physics view is almost uh half of the power of what a, a quarter of the power of what a gun can do these days. So it shows how um misconceptions about everbody, everybody thinking that David's really weak while Goliath is the, is a huge giant. But ins-, in the other sense, instead uh David had uh his character and had something uh a weapon that actually we had misconceptions of, misconceptions about uh that actually helped him uh to defeat the giant. So this is one of his stories, but another story is, another thing about uh Malcolm Gladwell that I like to read about is that he has an online blog. In this online blog, he doesn't update it much, maybe uh few maybe once a few months, but I've read all the posts. And one thing that I like about is that uh he connects every social uh phenomenon or economic uh question into really uh easy daily life words. So that I can really uh understand and really talk about it very easily. Because usually uh, about these topics, you would have a hard time to comprehend it. But um Mr. Gladwell has made it really easy for myself to understand uh his works and also about his comments on social phenomenon. So this is why I enjoy Gladwell's books a lot.",,,24.3
3KQC8JMJGCZYIF4DOAAOX6FHMEPH35,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3K5TEWLKGWIKD3FA443G4X3ZVI6VIL,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 19:41:39 PDT 2015,Thu Jun 11 21:06:44 PDT 2015,Sun Jun 14 21:06:44 PDT 2015,2015-06-15 04:11:43 UTC,,,5105,100% (25/25),100% (25/25),100% (25/25),IXTOSEAMm9w,"I was a really shy kid when I was younger like umm like I didn't know like what to do besides what my parents tells me. So, when I umm enrolled in my elementary school, uhh my band teacher, not band teacher, we have like a recorder lessons that  every students have to take. So, my recorder teacher came in and asked us, Alright so, who is interested in signing up for a band? That was the first decision I ever made for myself. I raised my hand, and I volunteered. The only reason is because I wanted to impress my younger brother, cause he's like starting to learn words and he is like learning trumpets, and notes like as part of his own where at least. So, I volunteered and became a trumpet propeller in the band. So, in a band, I became less shy like I met a bunch of new friends, and so the result, we go to like umm, as part of band program, we go to like Columbus parade, we do like dance giving, umm concert, and all these like amazing events with all my friends, and like Mameet, one of my best friend, he is also a trumpet player. So, that was one, that was my first step in finding myself. So, in Junior High School, unfortunately my, there was a financial crisis so. Uhh my High School, my Junior High School didn't have a band. I was like what am I gonna do? like I just started to find like bits and pieces of myself. So, I decided to reach out. Umm, I begged my mom to roam. If I mean like music teacher, I don't care what instrument as long as I am doing music, as that is what I love, and she found me umm a great violin teacher, and I started studying with her, and it became really serious, like every week it would be like a two hour lesson, and she would like, my teacher would yell at me every time, and she would be like you are not practicing enough, and then it was then when I was like, is this really what I want? Is this, is music am I doing, do I love music because of all the friends that I can make, and now I cannot make any friends because its a private lesson? and do I really want to continue? So, as I don't really like to take any risk as a kid. So, I was like okay I started it, and I should finish it. So, umm instead of just through private lessons, I reached out and I joined like a little orchestras, and I met a bunch of new friends, and it was in the orchestra show that I decided, well friends are important, but I found out that music is what I am passionate about. So, in high school I joined a band, there was a band, so I became a tuba player, so I learned bass club which is pretty hard for me, cause I am always the melody and this was umm, should I stop? Okay. Alright.",,,25.1
39I4RL8QGJOJ0BNHOOF77B7N0ELH4Q,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,33PPUNGG39CEFMN3VOMS3VHM6SDRZ9,A4TE7LF9CEVGA,Approved,Fri Jun 12 09:48:36 PDT 2015,Fri Jun 12 10:16:31 PDT 2015,Mon Jun 15 10:16:31 PDT 2015,Mon Jun 15 07:31:04 PDT 2015,,,1675,100% (5/5),100% (5/5),100% (5/5),bz1jnM_mokY,"Starting high school I knew I want to join a sport but I didn't know what sport to join and I saw like I went to clubs and they were like ah there are so many varsity sports like um volleyball, basketball, baseball, but I wasn't into like ball sports because I always get hit in the head. So, I saw a flyer in the girls locker room and it was uh fencing. Girls it was a PSAL fencing um team that they recruiting. I walked in uh with two of my friends well, I dragged them there because I was too I was mmm a bit too nervous as a freshman to go in alone you know and so I went and then um I found out because there is so there's such um low interest in fencing because of the prices that attached to it because you have to buy your own whole set of equipment. I found myself only like uh ten-ish other girls and I decided after it like seeing like the seniors and juniors fence I watched a match I decided it was the thing for me. So, I begged my mom I was like mom you have to get this for me like the whole set of equipments around like three hundred bucks. So, I made a um promise to her that if I were to go into this sport I will go in for four years I will not give up midway. So, I thought sure like how hard it's only like the season is only two months so two months every year its like what uh eight months. Well I think. So, um it turns out to be way harder than I thought it would be. So, um the first two weeks of my um the two months seasons all I did was uh drills, uh wall sit, um like it was it was running the stairs, up and down the stairs it was a nightmare like I didn't  I didn't even get to do the cool stuff you know. So, after like three weeks pass um my coach finally taught us how to um do like a fencing position on guard you know and then another three weeks pass by um it was and then we started to get to pick our weapon. By that time I was so happy I was like no more wall sits and stuff.So I picked my weapon but the majority of the time right before practices we spent like sixty percent of the time doing like foot works and stuff and we only used like forty percent of the time to actually touch the weights and stuff but it was a really worthwhile experience um even after I graduate of course I get to fence more as a senior because I am on the like varsity team but it was definitely a decision that I don't regret. ",,,25.2
3PCPFX4U40X6BKJ9RVYK7TWFGRPFQ7,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3VP0C6EFSH3LUWQ0OBT0KYUHVYZ6ML,A1FGKIKJYSL1MI,Approved,Thu Jun 11 19:20:58 PDT 2015,Thu Jun 11 20:34:09 PDT 2015,Sun Jun 14 20:34:09 PDT 2015,2015-06-15 03:36:43 UTC,,,4391,100% (13/13),100% (13/13),100% (12/12),GvlvNox7jEQ,"So, the summer between my sophomore year and my junior year in high school I was lucky enough to be selected as a part of an all-scholarship girls' camp called Camp Rising Sun. It was the best decision I made. And for like the first two weeks I was like in complete denial. I was like ""I did not get selected, I'm not in camp, I'm not away for, home for another eight weeks"" because it's an overnight camp with others, other international girls. So I was really really...I felt really weird, I was like ""Oh I never did this before"" but like. I'm really excited but I was like a little bit held back because it seems kinda too good to be true, you know kinda thing? But in camp I really learned, uh, it was a leadership camp, so I really learned to, of course, the cliche part, become a leader. But the bigger part of it was just open my eyes to, there's so many perspectives out there. Since I like girls from, like really peers my age from Japan, um, there's one from like London and like um, I think there's one from Barbados. Like we all come together, we all collaborated, we do chores together and like we have project time where we like make designer projects for the camp. For example I, the one I was on, the Stargazing Power. So, which is pretty awesome. And then um come the night, after dinner every day for um Monday through Friday, we'll have an evening discussion where we talk about topics like, where we talk about global warming, like feminism, like um and then politics. And it was just be amazing because there's a saying that like you learn your history, like your country's history more from another country than your own country yourself. So there are a lot of things that -- I'm from China as you can see -- I learned a lot of things about China that I never learned before. Because I went to school in China, so I took like, like history classes there and it'd be amazing. I mean, of course if I went to school in America, I would learn about China's history, but it would still be different if you were learning from like a European perspective of that, like China, versus an American perspective. And there's just, our perspectives are really different. And this just taught me to, not to think that what I learned is right. So, from that experience I learned as a life lesson that to always be unbiased and to cultivate as many sources before I can make a uh well-rounded judgment. Yeah.",,,25.3
386659BNTLORXCK23YPK3L132D910V,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3Z9WI9EOZ0V61XAEZI7O2CR3F62HK8,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 15:11:28 PDT 2015,Thu Jun 11 15:39:46 PDT 2015,Sun Jun 14 15:39:46 PDT 2015,2015-06-14 22:41:43 UTC,,,1698,100% (25/25),100% (25/25),100% (25/25),4WTK8wZvRr0,"So in this segment of google glass, and we're talking about our hobby. This hobby, well I don't really know how to describe this hobby cause I never had this hobby before when I was younger, but then as I grew up, and grew up, I figured I really should go with this hobby since it really characterizes me.This hobby of mine is called dancing, and I first started realizing this when I was in Junior High, and Junior High was little bit interesting, because a lot of things happened with young people in that age, and what I figured is that a lot of nastiness that happens, and that's not really how I think human being should operate on, because we're not worth of on the younger perception of dancing which unfortunately comments so, this really sort of immortalizing desensitizing the sentence, and I figured that out when I went to my first school dance and there was something called grinding, and you know I thought to myself, what is this? this isn't actually a dance. I talked to the newest teacher about it, and you know what they say to me? They said, he said this is considered a dance, but I don't think that's true, because when you're doing it to a girl or when a guy does to a girl, and that's a situation, it's not healthy. When you're doing a certain moves on a person, you start to realize though you may like it in that one sense, you may think that you are enjoying yourself, but what are you really doing? You're putting your own private parts close to someone and you're pretending that you're liking it, but you're not really developing a sort of emotional connection. So well, that connection is very superficial, that's nothing almost pretty much. Why is that? Because you're not really connecting emotionally, you're only getting physically. Any relationship that we see out there, is not started based on that, it started on nurturing each other. Why I learned and starting dancing is because, just think of a romantic dancing; There's movie out there, they show romanticism in dancing, they show calmness, sweetness in every move, and that tenderness that you feel when you touch them, and you feel that you're connected, she is the one on the first day of your dancing, that may mean everything to you. But, when you do something like grinding on someone, what are you really feeling? are you really getting the sort of satisfaction? you may think that oh, you are feeling the satisfaction, because you know, you are physically satisfied, but what is that you being physically satisfied, but are you actually gonna do something with her in the long run? Are you actually planning on making your first impression of her in grinding, and then all of a sudden you must have married her, because you were grinding up her. Does that happen? Maybe, I don't really know since I can't think of marriage as an actual college student at the same time though, you think yourself, is that being romantic? I'd want to ask you this.",,,26.1
3MQY1YVHS3RZ6K58KIMNSL7RLNJB27,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3U5NZHP4LS97CO7UCACWYTD29GWHPX,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 11:55:17 PDT 2015,Thu Jun 11 13:38:36 PDT 2015,Sun Jun 14 13:38:36 PDT 2015,2015-06-14 20:41:44 UTC,,,6199,100% (25/25),100% (25/25),100% (25/25),w4liaodfgBs,"As a College student, it always seems that there's never enough down time in my life. I am always going somewhere, doing something. So, I really appreciate those times or when I can take time to just sit down and relax. But, I always feel bad about it. Like at home, during the summers, I usually take you know, one day a month just like sit on the couch and doing nothing all day. But, I always feel horrible about it at the end of the day. So, I picked up crochet, and its really changed those lazy days. Now, I don't feel bad about being lazy anymore, cause I actually come out with a solid result at the end of the day, and so I've always been around crochet. My mum crochet's, my grandmother crochet, all my aunts crochet. I was very intimidated to start crochet, because all of them were so good, and I thought I would never get up to their level being so amazing making afghans and blankets, and all sorts of crazy beautiful things. But, once my mum showed me how to do it, it was a lot easier than I actually thought. Its all one basic stage, and then everything else just builds on that concept. So, the first thing that I ever made was a tiny little blanket, and it only used a couple different stitches, and I was done with that in a week. I just loved it so much, and all of the patterns for crochet are made in the same journal form. So, its always easy to pick up any run or learn a new stitch cause they are all made in the same format. So, I really like that, and lets see; the crochet gift are also the best. Handmade things they always get to people, like last Christmas, I made my mum a scarf. I spent maybe an hour, an hour and a half actually crocheting it, and she cried cause she loved it so much. She wore it everyday that winter, and just absolutely loved it. Told all her coworkers, told everyone she knew that like, oh my daughter made this for me, and she loved it just so much, and that was like an hour and a half for work. So, its really great to just be able to be productive, and still have time to relax, and you can also donate things that are out of crochet,  and really a great way to give back to the community, and relax and have a lot of fun.",,,27.1
3IHWR4LC7DKKF7L369N5OZO72DVI8Q,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,39K0FND3AIMMHY23EOAC03W3RLPMAZ,A2J5DN5UMU0A3Z,Approved,Fri Jun 12 14:36:52 PDT 2015,Fri Jun 12 15:45:30 PDT 2015,Mon Jun 15 15:45:30 PDT 2015,Mon Jun 15 07:36:34 PDT 2015,,,4118,100% (25/25),100% (25/25),100% (25/25),gvh5V6KLcDw,"Usually I wouldn't consider myself much of a gamer, but there is one exception. Its an online game called Cookie Clicker, and its kind of taking control of my life for the past few days. I started a few days ago, and because one of my friends is too into it. He has been working on it for over a year, and I am pretty convinced that he is one of the top ten in the world in this game, and it all starts, you get on the website, and there is one cookie and you click it, and then each time you click the cursor on the cookie, you would get another cookie, and soon once you have quite a few cookies maybe 20, 30 then you can start buying some upgrades. So, the first upgrade you can get is called a cursor. Its an additional cursor that umm goes on the cookie, and clicks once every ten seconds. And after that, they get a little progressively more ridiculous. The next one is called a Grandma, so its just what it sounds like. You buy a grandmother to bake cookies for you, and it starts off pretty slow, but and get to that layer, and then you can buy cookie farms, cookie mines, and cookie factors. Each of which either grow cookie plants, create cookies in a factory, or my cookies from the ground and after that you can get a cookie shipment from the cookie plant, and each of these are progressively more expensive, and they each uhh start adding more cookies to your total cookie count without you having to click anything. So, after a while you get into incredible ridiculous upgrades lets see, I think the two most ridiculous are the antimatter condenser which condenses antimatter into cookies, and alchemy lab that turns the gold into cookies because that's now more important than gold, and then a prism which turns right itself into cookies, and after a while you get a little obsessed at least I have, and then you can start buying upgrades for each of these assistance that you had. So, you can buy upgrades that will make umm, your grandmothers more efficient, and really right now I have over trillion cookies, and I started two days ago. So, yeah I uhh, its a great game, but I think I should really start cooking myself.",,,27.2
3WJGKMRWVIG5JZVUV72ZZO4D0Z8DCP,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3X66WABAJXPM537WU6X70QY0POC3G1,A2J5DN5UMU0A3Z,Approved,Fri Jun 12 11:57:57 PDT 2015,Fri Jun 12 12:34:57 PDT 2015,Mon Jun 15 12:34:57 PDT 2015,Mon Jun 15 07:47:22 PDT 2015,,,2220,100% (25/25),100% (25/25),100% (25/25),1zAb5LGYhhs,"One of my past times is a little unconventional. I am a complete Apple fan-girl. For the past three years, I have probably watched every single came out release and kept of every product that Apple releases. I have to say it all started back in Middle School, when I got my first iPod nano. It was the first one that can play music videos, and I was one of the coolest kids in my grade. I absolutely loved it. I had no idea that something like that even existed, and only Apple could make something like that. After that, my love stayed pretty steady until High School, when as part of my school's program, I was given a Mac book, uhh classic white ones, absolutely beautiful, and with my iPod, I could now connect them, and they worked beautifully together, and that was something I never experienced before. And then, I got my iPhone, my first iPhone, the iPhone 4 and then my life changed. It, I had no idea that technology could work together so well. I started using i cloud,  I started using sort of sinking my calendars, and it was amazing, and that was really when I started becoming a fan-girl. I, my first release was the iPhone 5 release. I actually skipped class in High School to go watch it, and I cried a little bit, because just the fact that a company could have that big of a following and that many people could be so excited for the release of a product was amazing, and that's something I have never experienced with any other company. Now, this past month, it has been pretty exciting for me with the release of the iPhone 6 and the Apple watch, its been a big week, big month, and I uhh, and the announcement of the iPhone 6 was on Friday at 1'o clock or a Tuesday at 1'o clock, and I had Chemistry. So, I ran back to my dorm, put on my Apple t-shirt, an authentic employee t-shirt courtesy of e-bay, and sat down to watch the release, and it was incredible. The Apple watch, I am actually in love with. I would actually be saving all of my money just to buy one in early spring next year. And, I stayed up until 4AM, to pre-order my iPhone 6,  4AM, and when I came in to the campus, I was there at 9AM, I was stalking that UPS front, and I was the first one on campus to have an iPhone 6.",,,27.3
36MUZ9VAE69KGXF8RY8UPC4GLBMEDK,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:30 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:30 PDT 2015,,,3B3WTRP3DC9I5BO5C0DSPZ7LF1Q92M,A1FGKIKJYSL1MI,Approved,Sun Jun 14 14:31:12 PDT 2015,Sun Jun 14 14:48:11 PDT 2015,Wed Jun 17 14:48:11 PDT 2015,Mon Jun 15 07:29:51 PDT 2015,,,1019,100% (13/13),100% (13/13),100% (12/12),zsPEWh2XOO4,"My parents are, and I don't how to put this politely, but let's face it, they're nerds. From a young age, I was exposed to nerd culture in all forms. Everywhere from science fiction, to video games, and to the one part that I never thought I'd venture into, which was comic books. I thought, comic books are for boys, nobody reads those, they're just sitting in Dad's basement collecting dust, right? No, wrong. My Dad introduced me to my first comic book, which was the Walking Dead, when I was just a little girl. And I read the first one and I was instantly hooked. I wanted to collect as many as I could, I read through every single one he had in no order whatsoever, just for the fun of it. I wanted to know everything because I was so obsessed with it. When I got older and as the years passed and I had already forgotten about it, I figured out that there was going to be a show about it. A real show with real people, not just comic book people. And that, I was so excited for that. I did research on the characters, I re-read every comic book I owned. I bought merchandise, tee-shirts, I was so excited. Before I even, before I even got to see the show. When it finally did come out, I watched every episode multiple times, probably too many times to be considered healthy. But let's face it, I was obsessed. [laughter] My obsession kinda stems from when I was younger, I was in Girl Scouts. And I was involved in a lot of like survival training and emergency response training as I got older. And all of that kind of cultivated in my mind just some crazy zombie apocalypse idea, that I would survive. Because I've got the training, I've got the skills, I've got the know-how, and I'm not afraid to kill zombies. So I'm going to survive. I think we all know that in real life, if there was a zombie apocalypse, if that was to happen, we would all be dead. [laughter] But no, not me, I would survive. Because I have everything everything that I learned from throughout my life. I've got the Walking Dead on my side, I've got all my research, I've got my survival-ry, and I've got my comic books.",,,29.2
