HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vidID,Input.video_title,Input.stime,Input.etime,Input.actual_vid_duration,Input.feedback_scheme,Answer.Appeared_Engaging,Answer.Appropriate_Hand_Gesture,Answer.Browser_Name,Answer.Did_not_pause_too_often,Answer.Feedback_Scheme,Answer.Listen_Another,Answer.Maintained_Eye_Contact,Answer.No_Filler,Answer.Not_Contrived,Answer.Not_Distracted,Answer.Not_Stiff,Answer.Not_Stressed,Answer.Overall_Rating,Answer.Overall_Rating,Answer.Submit,Answer.Varied_Loudness,Answer.Varied_Pace,Answer.Video_Title,Answer.viewerDuration,Approve,Reject
3XJOUITW8UR0ZPP9NEZTZ7BJSOSTQ9,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:33 GMT 2014,,,3A4TN5196KI8NZMP84MBP3EXU4PHCB,A1X258MWJFEMTW,Submitted,Mon Oct 13 21:27:17 GMT 2014,Mon Oct 13 21:40:49 GMT 2014,Wed Nov 12 13:40:49 PST 2014,,,,812,98% (62/63),88% (7/8),86% (6/7),3Uz5ePKKWwU,"""20.2""",8,183,175,None,6,6,Chrome 37,6,None,5,6,6,6,5,5,5,6,5,Submit Answers,6,6,,183.000833,x,
3VDI8GSXAFTQOG37HKJMEXBU8OYG8C,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,3VELCLL3GKJ4M0LLXH9R5MJTASU1FG,A31VXFZVLRDZHZ,Submitted,Mon Oct 13 22:39:47 GMT 2014,Mon Oct 13 22:53:15 GMT 2014,Wed Nov 12 14:53:15 PST 2014,,,,808,0% (0/0),0% (0/0),0% (0/0),01OasonAfJQ,"""25.3""",7,176,169,None,6,6,Chrome 37,7,None,6,7,6,7,7,6,1,6,6,Submit Answers,7,7,,176.001983,x,
3D4BBDG7ZHWR67HW3HS7XPI4UAE3CX,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:30 GMT 2014,15,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,39RP059MEHTB58VUL16T6OGBT5YBMH,ADLYO655RWJUI,Rejected,Mon Oct 13 22:45:43 GMT 2014,Mon Oct 13 22:59:02 GMT 2014,Wed Nov 12 14:59:02 PST 2014,,Mon Oct 13 19:07:43 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,799,5% (1/19),0% (0/18),0% (0/18),uW5y0LzXG-w,"""19.2""",8,195,187,Words,4,5,Chrome 37,3,Words,2,3,2,3,3,3,5,3,5,Submit Answers,5,4,,75.409271,x,
3VDI8GSXAFTQOG37HKJMEXBU8OYG8C,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,35BLDD71I6XQDTSJ57NNF26RB2EZVC,A2WGW5Y3ZFBDEC,Submitted,Tue Oct 14 04:38:35 GMT 2014,Tue Oct 14 04:51:43 GMT 2014,Wed Nov 12 20:51:43 PST 2014,,,,788,100% (54/54),100% (2/2),0% (0/0),01OasonAfJQ,"""25.3""",7,176,169,None,5,6,Chrome 37,5,None,4,4,3,6,5,5,4,5,5,Submit Answers,4,4,,176.002711,x,
3YZ7A3YHR5TAR3TWEM60RRK6U9R5SJ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,3D8YOU6S9EKOC4J8YCG7MIBDSQJ6UC,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 21:38:31 GMT 2014,Mon Oct 13 21:51:31 GMT 2014,Wed Nov 12 13:51:31 PST 2014,,Mon Oct 13 19:07:41 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,780,0% (0/48),0% (0/48),0% (0/48),KEqT9qyy4d8,"""29.1""",10,179,169,None,4,4,Firefox 32,5,None,2,5,5,5,5,4,4,4,4,Submit Answers,4,3,,33.88,x,
3XJOUITW8UR0ZPP9NEZTZ7BJSOSTQ9,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:33 GMT 2014,,,3EA3QWIZ4IVP5BZK08ZMEPFGI4WTIT,A2WGW5Y3ZFBDEC,Submitted,Tue Oct 14 04:12:34 GMT 2014,Tue Oct 14 04:25:24 GMT 2014,Wed Nov 12 20:25:24 PST 2014,,,,770,100% (54/54),100% (2/2),0% (0/0),3Uz5ePKKWwU,"""20.2""",8,183,175,None,7,7,Chrome 37,7,None,6,6,6,6,6,6,5,7,6,Submit Answers,7,7,,183.005667,x,
32LAQ1JNT9PSRIWQ4NJY9888V9YTUE,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,15,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,3TPWUS5F891QKPHE338BQ6OK9TTCWZ,A2WGW5Y3ZFBDEC,Submitted,Tue Oct 14 03:07:13 GMT 2014,Tue Oct 14 03:19:54 GMT 2014,Wed Nov 12 19:19:54 PST 2014,,,,761,100% (54/54),100% (2/2),0% (0/0),hRXTJOQAfN4,"""31.1""",10,172,162,Bars,6,6,Chrome 37,7,Bars,5,5,7,3,7,6,7,6,6,Submit Answers,6,5,,172.003528,x,
3DW3BNF1GHI96DT26FI8EYE4V3LV8F,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,3OJSZ2ATDSWQVP7YGLDRKKJTOKD75X,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 22:04:39 GMT 2014,Mon Oct 13 22:17:19 GMT 2014,Wed Nov 12 14:17:19 PST 2014,,Mon Oct 13 19:07:42 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,760,0% (0/48),0% (0/48),0% (0/48),hd0HS17qbTw,"""28.1""",9,189,180,Words,5,6,Firefox 32,6,Words,4,6,5,6,6,6,7,5,6,Submit Answers,5,5,,29.378,x,
3CMV9YRYP31VUPDRJFDTGFPGKGELJ7,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:35 GMT 2014,,,3CFJTT4SXTQ27D2DN5WL9TNYT6L7I9,A1X258MWJFEMTW,Submitted,Mon Oct 13 22:25:06 GMT 2014,Mon Oct 13 22:37:44 GMT 2014,Wed Nov 12 14:37:44 PST 2014,,,,758,98% (62/63),88% (7/8),86% (6/7),f_T8o2nwRW0,"""30.2""",7,182,175,Words,4,3,Chrome 37,4,Words,4,5,3,4,4,4,3,4,5,Submit Answers,4,4,,182.001985,x,
3J94SKDEKIP4PEAEHWBBWSY6T6HD5X,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:30 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:31 GMT 2014,,,3KGTPGBS6XL0U307BA44W5U1CLGU2I,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 21:38:26 GMT 2014,Mon Oct 13 21:50:48 GMT 2014,Wed Nov 12 13:50:48 PST 2014,,Mon Oct 13 19:07:40 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,742,0% (0/48),0% (0/48),0% (0/48),qG70bhMsHrQ,"""19.3""",7,180,173,None,6,5,Firefox 32,6,None,5,5,5,5,6,5,6,6,6,Submit Answers,5,6,,32.803,x,
37SDSEDIN92TK1D4Z1YJ7A7O6ZG18Y,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:35 GMT 2014,,,34X6J5FLPTY886RY1MQRLLJTBB2JQV,A3454T4PU9GJM0,Rejected,Mon Oct 13 22:31:10 GMT 2014,Mon Oct 13 22:43:29 GMT 2014,Wed Nov 12 14:43:29 PST 2014,,Mon Oct 13 20:12:35 PDT 2014,Only_a_few_HIT_Count,739,0% (0/3),0% (0/3),0% (0/3),6a7QVnOjzw0,"""24.3""",7,205,198,Bars,2,4,Chrome 38,5,Bars,1,2,4,5,5,2,3,4,4,Submit Answers,2,2,,205.002445,x,
3WGZLY9VCHMNCWTGFUIE8C8XVWID8Z,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,11,BatchId:1698886;,1800,2592000,Tue Oct 28 02:07:41 GMT 2014,,,3OXV7EAXLEQ4DA6PJSK6Z9LDFD5367,ABOEYY9Y0PFRI,Submitted,Mon Oct 13 22:35:16 GMT 2014,Mon Oct 13 22:47:34 GMT 2014,Wed Nov 12 14:47:34 PST 2014,,,,738,0% (0/0),0% (0/0),0% (0/0),V2_2mqivnII,"""27.3""",11,195,184,None,2,4,Chrome 37,4,None,1,5,3,4,5,3,5,2,4,Submit Answers,3,3,,195.00416,x,
3FTID4TN8LYLPE8Q5FEWQ244XKNYLE,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,35USIKEBNRGBHEZZ1B4L8NJJKUP6NJ,A3QB0Z9AN62HFH,Submitted,Mon Oct 13 21:31:00 GMT 2014,Mon Oct 13 21:43:17 GMT 2014,Wed Nov 12 13:43:17 PST 2014,,,,737,0% (0/0),0% (0/0),0% (0/0),6mC4WBsD7H0,"""22.1""",11,182,171,Words,4,6,Chrome 37,1,Words,4,6,3,2,7,6,2,6,6,Submit Answers,3,6,,182.00399,x,
3CMV9YRYP31VUPDRJFDTGFPGKGELJ7,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:35 GMT 2014,,,3QY7M81QH7MTD8S1N8HXM92BLAC7KM,A2MCG5W6LHSRG9,Submitted,Mon Oct 13 22:39:06 GMT 2014,Mon Oct 13 22:51:19 GMT 2014,Wed Nov 12 14:51:19 PST 2014,,,,733,100% (12/12),100% (12/12),100% (9/9),f_T8o2nwRW0,"""30.2""",7,182,175,Words,5,3,Firefox 32,4,Words,5,3,3,5,4,4,3,5,5,Submit Answers,6,5,,182,x,
31KPKEKW4ADCFAQT6UETK7EF9DU0BS,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,31Q0U3WYDPFR776FFYBFHU6CC4917A,A7NZ814Q5MX2R,Rejected,Mon Oct 13 22:23:13 GMT 2014,Mon Oct 13 22:35:23 GMT 2014,Wed Nov 12 14:35:23 PST 2014,,Mon Oct 13 20:12:33 PDT 2014,Only_a_few_HIT_Count,730,0% (0/5),0% (0/5),0% (0/5),VdMrJ-pSRhg,"""20.1""",7,180,173,Bars,6,6,Chrome 36,6,Bars,5,7,6,7,7,7,7,6,7,Submit Answers,6,7,,180.002295,x,
3WGZLY9VCHMNCWTGFUIE8C8XVWID8Z,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,11,BatchId:1698886;,1800,2592000,Tue Oct 28 02:07:41 GMT 2014,,,3RJSC4XJ10UCDE7EVMSI5596G6B05U,ADLYO655RWJUI,Rejected,Mon Oct 13 22:41:01 GMT 2014,Mon Oct 13 22:53:06 GMT 2014,Wed Nov 12 14:53:06 PST 2014,,Mon Oct 13 20:12:31 PDT 2014,Rejected_Because_User_Blocked,725,5% (1/19),0% (0/18),0% (0/18),V2_2mqivnII,"""27.3""",11,195,184,None,4,4,Chrome 37,5,None,2,5,5,3,5,3,5,3,4,Submit Answers,4,4,,101.60299,x,
306996CF6WKCMZBB2DITYCXPE511BX,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,37WLF8U1WPQA98EW4YC5GV2FQ0B6K7,A1IU5OP7BBZHZ7,Submitted,Tue Oct 14 05:33:41 GMT 2014,Tue Oct 14 05:45:16 GMT 2014,Wed Nov 12 21:45:16 PST 2014,,,,695,100% (4/4),100% (1/1),100% (1/1),Tde7gJsqYGI,"""30.3""",7,190,183,Bars,6,2,Chrome 37,5,Bars,6,3,5,4,6,5,5,6,4,Submit Answers,6,6,,190.315983,x,
31SIZS5W59FNJACHJPUYZSA143VQRT,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,30X31N5D63Q9KT37ZK2JNMVB3COSA8,A18TCR555RWUZV,Submitted,Mon Oct 13 21:50:44 GMT 2014,Mon Oct 13 22:02:10 GMT 2014,Wed Nov 12 14:02:10 PST 2014,,,,686,0% (0/0),0% (0/0),0% (0/0),VyU1XMIec2Y,"""28.2""",11,185,174,None,7,6,Chrome 37,5,None,6,7,3,6,7,6,7,6,6,Submit Answers,7,5,,185.002991,x,
3C8QQOM6JP1ZZETL1XST4EAG71PLIV,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,11,BatchId:1698886;,1800,2592000,Tue Oct 28 02:07:41 GMT 2014,,,3ZOTGHDK5IBYMXX89371OHFGSTQOS1,A15Q55LMYW7M1H,Submitted,Mon Oct 13 21:32:39 GMT 2014,Mon Oct 13 21:43:57 GMT 2014,Wed Nov 12 13:43:57 PST 2014,,,,678,0% (0/0),0% (0/0),0% (0/0),acX9mWoZNYs,"""22.3""",12,184,172,Bars,5,4,Chrome 37,5,Bars,2,6,2,5,6,2,4,4,4,Submit Answers,4,5,,184.449986,x,
3DW3BNF1GHI96DT26FI8EYE4V3LV8F,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,3ON104KXQKWNPL4ZAO2T78CWHGCW46,A2WGW5Y3ZFBDEC,Submitted,Tue Oct 14 03:33:56 GMT 2014,Tue Oct 14 03:45:00 GMT 2014,Wed Nov 12 19:45:00 PST 2014,,,,664,100% (54/54),100% (2/2),0% (0/0),hd0HS17qbTw,"""28.1""",9,189,180,Words,7,4,Chrome 37,5,Words,5,5,3,6,4,5,4,6,4,Submit Answers,7,6,,189.005994,x,
3TRB893CSJAMO2YO7FRG0XFZX4SG7P,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:36 GMT 2014,,,37FMASSAYCRP9P530M81EV9UCWDBI0,A1ET2J1PIP0RGO,Submitted,Mon Oct 13 22:36:54 GMT 2014,Mon Oct 13 22:47:55 GMT 2014,Wed Nov 12 14:47:55 PST 2014,,,,661,0% (0/0),0% (0/0),0% (0/0),tiqR4hLYl2I,"""21.1""",2,210,208,Words,4,5,Chrome 37,5,Words,1,5,4,4,6,4,4,2,4,Submit Answers,3,3,,210.728988,x,
3JGHED38EDRMATJO1LDM7XM320I7YE,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:37 GMT 2014,,,340UGXU9DY19RUY9ZKOFYARC9JCUVT,A3FAURB3U6YND5,Submitted,Mon Oct 13 22:08:42 GMT 2014,Mon Oct 13 22:19:21 GMT 2014,Wed Nov 12 14:19:21 PST 2014,,,,639,0% (0/0),0% (0/0),0% (0/0),95SLTl4dQD8,"""26.1""",9,195,186,Bars,7,7,Firefox 32,4,Bars,1,7,5,7,7,1,5,1,4,Submit Answers,5,5,,195,x,
3XJOUITW8UR0ZPP9NEZTZ7BJSOSTQ9,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:33 GMT 2014,,,3NGMS9VZTLIVCFFT4GOCUONNB2DFFV,A31VXFZVLRDZHZ,Submitted,Mon Oct 13 22:39:31 GMT 2014,Mon Oct 13 22:50:04 GMT 2014,Wed Nov 12 14:50:04 PST 2014,,,,633,0% (0/0),0% (0/0),0% (0/0),3Uz5ePKKWwU,"""20.2""",8,183,175,None,6,7,Chrome 37,7,None,6,7,1,7,7,6,1,6,6,Submit Answers,7,7,,183.002979,x,
3XUSYT70IT15U7ODKQ5ZFX2FCY60DZ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,15,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:35 GMT 2014,,,3SKRO2GZ71RF2MDZYS0OLZBYIO81KF,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 22:04:34 GMT 2014,Mon Oct 13 22:15:03 GMT 2014,Wed Nov 12 14:15:03 PST 2014,,Mon Oct 13 19:07:41 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,629,0% (0/48),0% (0/48),0% (0/48),aaVtit6s6LE,"""29.3""",10,206,196,Words,5,5,Firefox 32,5,Words,4,5,5,5,5,6,5,5,6,Submit Answers,4,5,,25.546,x,
36FQTHX3Z3R8W2PQPHWCM5CMCPE3BQ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:30 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,33F859I566DPDUUJU4QGEJ8FCJPHB4,A1X258MWJFEMTW,Rejected,Mon Oct 13 21:27:15 GMT 2014,Mon Oct 13 21:37:44 GMT 2014,Wed Nov 12 13:37:44 PST 2014,,Mon Oct 13 19:07:43 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,629,98% (62/63),88% (7/8),86% (6/7),Yp_uS09iWdM,"""18.2""",10,173,163,Words,5,5,Chrome 37,5,Words,5,5,5,5,6,4,3,5,4,Submit Answers,6,4,,98.774155,x,
3J94SKDEKIP4PEAEHWBBWSY6T6HD5X,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:30 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:31 GMT 2014,,,3AMW0RGHOD2JRKH4G73UENA0FZMPNF,ADLYO655RWJUI,Rejected,Mon Oct 13 22:40:58 GMT 2014,Mon Oct 13 22:51:25 GMT 2014,Wed Nov 12 14:51:25 PST 2014,,Mon Oct 13 20:12:31 PDT 2014,Rejected_Because_User_Blocked,627,5% (1/19),0% (0/18),0% (0/18),qG70bhMsHrQ,"""19.3""",7,180,173,None,5,5,Chrome 37,5,None,4,5,4,6,6,5,6,5,6,Submit Answers,4,5,,135.523982,x,
3DW3BNF1GHI96DT26FI8EYE4V3LV8F,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,3CP1TO84PT1J9OASA9WWOT2LD5F252,A1IU5OP7BBZHZ7,Submitted,Tue Oct 14 05:31:30 GMT 2014,Tue Oct 14 05:41:42 GMT 2014,Wed Nov 12 21:41:42 PST 2014,,,,612,100% (4/4),100% (1/1),100% (1/1),hd0HS17qbTw,"""28.1""",9,189,180,Words,4,4,Chrome 37,2,Words,4,6,2,4,4,3,3,5,5,Submit Answers,4,4,,189.009453,x,
3HKIF5DF6YXQ2LMHMCP0ET65SUGG91,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:35 GMT 2014,,,30H4UDGLT2ID92W446OU18L0A9AMPA,A3EJ44J2ZNRMDA,Rejected,Mon Oct 13 22:26:08 GMT 2014,Mon Oct 13 22:36:16 GMT 2014,Wed Nov 12 14:36:16 PST 2014,,Mon Oct 13 19:07:40 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,608,24% (4/17),24% (4/17),13% (2/15),anwwsX_3WKo,"""26.3""",10,196,186,Words,7,5,Firefox 24,5,Words,7,6,6,5,6,5,6,6,6,Submit Answers,7,7,,10,x,
3S829FDFT21DRXUON2U6OBPQM5QXDQ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:33 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 04:17:22 GMT 2014,,,35BLDD71I6XQDTSJ57NNF26RB1VZVR,A3QB0Z9AN62HFH,Submitted,Mon Oct 13 22:40:07 GMT 2014,Mon Oct 13 22:50:15 GMT 2014,Wed Nov 12 14:50:15 PST 2014,,,,608,0% (0/0),0% (0/0),0% (0/0),UNejc5_ELXI,"""32.1""",16,176,160,Bars,7,7,Chrome 37,2,Bars,5,5,2,7,7,6,5,6,7,Submit Answers,7,6,,176.883996,x,
3OKP4QVBP2X474WMEI30AOHPYCYGAG,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:33 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:31 GMT 2014,,,3IAS3U3I0FGLY4R1BJN9RF2DN09B2I,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 21:38:21 GMT 2014,Mon Oct 13 21:48:24 GMT 2014,Wed Nov 12 13:48:24 PST 2014,,Mon Oct 13 19:07:42 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,603,0% (0/48),0% (0/48),0% (0/48),yiAKUaGrtiY,"""32.3""",12,167,155,Words,4,3,Firefox 32,3,Words,1,4,2,4,3,3,3,4,2,Submit Answers,4,3,,37.258,x,
